ref_file,from_file,repo_name,from_file_dir
cli/jobs/pipelines-with-components/basics/1b_e2e_registered_components/pipeline-serverless.yml,how-to-use-serverless-compute.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/basics/1b_e2e_registered_components/pipeline.yml,how-to-create-component-pipelines-cli.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/basics/1b_e2e_registered_components/pipeline.yml,how-to-manage-inputs-outputs-pipeline.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/basics/2a_basic_component/component.yml,reference-yaml-component-command.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/basics/3b_pipeline_with_data/componentA.yml,how-to-create-component-pipelines-cli.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/basics/3b_pipeline_with_data/pipeline.yml,how-to-create-component-pipelines-cli.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/pipeline_with_hyperparameter_sweep/pipeline.yml,how-to-use-sweep-in-pipeline.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/pipeline_with_hyperparameter_sweep/train-src/train.py,how-to-use-sweep-in-pipeline.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/pipeline_with_hyperparameter_sweep/train.yml,how-to-use-sweep-in-pipeline.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/pipeline_with_pipeline_component/pipeline_with_train_eval_pipeline_component/components/train_pipeline_component.yml,how-to-use-pipeline-component.md,azureml-examples,machine-learning
cli/jobs/pipelines-with-components/pipeline_with_pipeline_component/pipeline_with_train_eval_pipeline_component/pipeline.yml,how-to-use-pipeline-component.md,azureml-examples,machine-learning
cli/jobs/pipelines/automl/cli-automl-text-classification-multilabel-paper-categorization-pipeline/pipeline.yml,reference-automl-nlp-cli-multilabel-classification.md,azureml-examples,machine-learning
cli/jobs/pipelines/automl/cli-automl-text-classification-newsgroup-pipeline/pipeline.yml,reference-automl-nlp-cli-text-classification.md,azureml-examples,machine-learning
cli/jobs/pipelines/automl/cli-automl-text-ner-conll-pipeline/pipeline.yml,reference-automl-nlp-cli-ner.md,azureml-examples,machine-learning
cli/jobs/pipelines/cifar-10/job.yml,reference-yaml-job-pipeline.md,azureml-examples,machine-learning
cli/jobs/pipelines/iris-batch-prediction-using-parallel/pipeline.yml,how-to-use-parallel-job-in-pipeline.md,azureml-examples,machine-learning
cli/jobs/pipelines/iris-batch-prediction-using-parallel/pipeline.yml,reference-yaml-job-parallel.md,azureml-examples,machine-learning
cli/jobs/single-step/lightgbm/iris/job.yml,how-to-train-model.md,azureml-examples,machine-learning
cli/jobs/single-step/pytorch/cifar-distributed/job.yml,reference-yaml-job-command.md,azureml-examples,machine-learning
cli/jobs/single-step/r/iris/job.yml,reference-yaml-job-command.md,azureml-examples,machine-learning
cli/jobs/single-step/scikit-learn/iris/job-sweep.yml,reference-yaml-job-sweep.md,azureml-examples,machine-learning
cli/jobs/single-step/scikit-learn/iris/job.yml,reference-yaml-job-command.md,azureml-examples,machine-learning
cli/jobs/single-step/tensorflow/mnist-distributed/job.yml,reference-yaml-job-command.md,azureml-examples,machine-learning
cli/jobs/spark/attached-spark-pipeline-user-identity.yml,reference-yaml-component-spark.md,azureml-examples,machine-learning
cli/jobs/spark/attached-spark-standalone-managed-identity.yml,reference-yaml-job-spark.md,azureml-examples,machine-learning
cli/jobs/spark/serverless-spark-standalone-user-identity.yaml,reference-yaml-job-spark.md,azureml-examples,machine-learning
cli/jobs/spark/spark-job-component.yml,reference-yaml-component-spark.md,azureml-examples,machine-learning
cli/misc.sh,concept-azure-machine-learning-v2.md,azureml-examples,machine-learning
cli/misc.sh,how-to-configure-cli.md,azureml-examples,machine-learning
cli/misc.sh,how-to-deploy-automl-endpoint.md,azureml-examples,machine-learning
cli/monitoring/advanced-model-monitoring.yaml,how-to-monitor-model-performance.md,azureml-examples,machine-learning
cli/monitoring/advanced-model-monitoring.yaml,reference-yaml-monitor.md,azureml-examples,machine-learning
cli/monitoring/model-monitoring-with-collected-data.yaml,how-to-monitor-model-performance.md,azureml-examples,machine-learning
cli/monitoring/out-of-box-monitoring.yaml,how-to-monitor-model-performance.md,azureml-examples,machine-learning
cli/monitoring/out-of-box-monitoring.yaml,reference-yaml-monitor.md,azureml-examples,machine-learning
cli/resources/compute/cluster-basic.yml,reference-yaml-compute-aml.md,azureml-examples,machine-learning
cli/resources/compute/cluster-location.yml,how-to-create-attach-compute-cluster.md,azureml-examples,machine-learning
cli/resources/compute/cluster-location.yml,reference-yaml-compute-aml.md,azureml-examples,machine-learning
cli/resources/compute/cluster-low-priority.yml,how-to-create-attach-compute-cluster.md,azureml-examples,machine-learning
cli/resources/compute/cluster-low-priority.yml,reference-yaml-compute-aml.md,azureml-examples,machine-learning
cli/resources/compute/cluster-minimal.yml,reference-yaml-compute-aml.md,azureml-examples,machine-learning
cli/resources/compute/cluster-ssh-password.yml,reference-yaml-compute-aml.md,azureml-examples,machine-learning
cli/resources/compute/cluster-system-identity.yml,how-to-identity-based-service-authentication.md,azureml-examples,machine-learning
cli/resources/compute/cluster-user-identity.yml,how-to-identity-based-service-authentication.md,azureml-examples,machine-learning
cli/resources/compute/instance-basic.yml,how-to-create-compute-instance.md,azureml-examples,machine-learning
cli/resources/compute/instance-basic.yml,reference-yaml-compute-instance.md,azureml-examples,machine-learning
cli/resources/compute/instance-minimal.yml,reference-yaml-compute-instance.md,azureml-examples,machine-learning
cli/resources/compute/instance-schedule.yml,how-to-create-compute-instance.md,azureml-examples,machine-learning
cli/resources/compute/vm-attach.yml,reference-yaml-compute-vm.md,azureml-examples,machine-learning
cli/resources/connections/container-registry-managed-identity.yml,how-to-identity-based-service-authentication.md,azureml-examples,machine-learning
cli/resources/datastore/adls-gen1-credless.yml,reference-yaml-datastore-data-lake-gen1.md,azureml-examples,machine-learning
cli/resources/datastore/adls-gen1.yml,reference-yaml-datastore-data-lake-gen1.md,azureml-examples,machine-learning
cli/resources/datastore/adls-gen2-credless.yml,reference-yaml-datastore-data-lake-gen2.md,azureml-examples,machine-learning
cli/resources/datastore/adls-gen2.yml,reference-yaml-datastore-data-lake-gen2.md,azureml-examples,machine-learning
cli/resources/datastore/blob-credless.yml,reference-yaml-datastore-blob.md,azureml-examples,machine-learning
cli/resources/datastore/blob-protocol.yml,reference-yaml-datastore-blob.md,azureml-examples,machine-learning
cli/resources/datastore/blob-sas.yml,reference-yaml-datastore-blob.md,azureml-examples,machine-learning
cli/resources/datastore/blob.yml,reference-yaml-datastore-blob.md,azureml-examples,machine-learning
cli/resources/datastore/file-sas.yml,reference-yaml-datastore-files.md,azureml-examples,machine-learning
cli/resources/datastore/file.yml,reference-yaml-datastore-files.md,azureml-examples,machine-learning
cli/resources/registry/registry-storage-options.yml,reference-yaml-registry.md,azureml-examples,machine-learning
cli/resources/registry/registry.yml,reference-yaml-registry.md,azureml-examples,machine-learning
cli/resources/workspace/basic.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/resources/workspace/cmk.yml,how-to-manage-workspace-cli.md,azureml-examples,machine-learning
cli/resources/workspace/cmk.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/resources/workspace/hbi.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/resources/workspace/mvnet-allow-internet-outbound.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/resources/workspace/mvnet-allow-only-approved-outbound.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/resources/workspace/privatelink.yml,how-to-configure-private-link.md,azureml-examples,machine-learning
cli/resources/workspace/privatelink.yml,how-to-manage-workspace-cli.md,azureml-examples,machine-learning
cli/resources/workspace/privatelink.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/resources/workspace/with-existing-resources.yml,how-to-manage-workspace-cli.md,azureml-examples,machine-learning
cli/resources/workspace/with-existing-resources.yml,reference-yaml-workspace.md,azureml-examples,machine-learning
cli/schedules/cron-job-schedule.yml,how-to-schedule-pipeline-job.md,azureml-examples,machine-learning
cli/schedules/cron-job-schedule.yml,reference-yaml-schedule.md,azureml-examples,machine-learning
cli/schedules/cron-with-settings-job-schedule.yml,how-to-schedule-pipeline-job.md,azureml-examples,machine-learning
cli/schedules/recurrence-job-schedule.yml,how-to-schedule-pipeline-job.md,azureml-examples,machine-learning
cli/schedules/recurrence-job-schedule.yml,reference-yaml-schedule.md,azureml-examples,machine-learning
cli/schedules/schedule.sh,how-to-schedule-data-import.md,azureml-examples,machine-learning
cli/schedules/schedule.sh,how-to-schedule-pipeline-job.md,azureml-examples,machine-learning
cli/setup.sh,how-to-configure-cli.md,azureml-examples,machine-learning
cli/setup.sh,how-to-deploy-automl-endpoint.md,azureml-examples,machine-learning
cli/train.sh,how-to-train-model.md,azureml-examples,machine-learning
deploy-arm-templates-az-cli.sh,how-to-deploy-online-endpoints.md,azureml-examples,machine-learning
deploy-arm-templates-az-cli.sh,how-to-train-model.md,azureml-examples,machine-learning
sdk/python/assets/environment/environment.ipynb,how-to-manage-environments-v2.md,azureml-examples,machine-learning
sdk/python/assets/model/model.ipynb,how-to-manage-models.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-models/custom-outputs-parquet/custom-output-batch.ipynb,how-to-deploy-model-custom-output.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-models/heart-classifier-mlflow/mlflow-for-batch-tabular.ipynb,how-to-mlflow-batch.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-models/mnist-classifier/mnist-batch.ipynb,how-to-use-batch-model-deployments.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-models/openai-embeddings/deploy-and-test.ipynb,how-to-use-batch-model-openai-embeddings.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-pipelines/batch-scoring-with-preprocessing/sdk-deploy-and-test.ipynb,how-to-use-batch-scoring-pipeline.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-pipelines/hello-batch/sdk-deploy-and-test.ipynb,how-to-use-batch-pipeline-deployments.md,azureml-examples,machine-learning
sdk/python/endpoints/batch/deploy-pipelines/training-with-components/sdk-deploy-and-test.ipynb,how-to-use-batch-training-pipeline.md,azureml-examples,machine-learning
sdk/python/endpoints/online/managed/debug-online-endpoints-locally-in-visual-studio-code.ipynb,how-to-debug-managed-online-endpoints-visual-studio-code.md,azureml-examples,machine-learning
sdk/python/endpoints/online/managed/managed-identities/online-endpoints-managed-identity-sai.ipynb,how-to-access-resources-from-endpoints-managed-identities.md,azureml-examples,machine-learning
sdk/python/endpoints/online/managed/managed-identities/online-endpoints-managed-identity-uai.ipynb,how-to-access-resources-from-endpoints-managed-identities.md,azureml-examples,machine-learning
sdk/python/endpoints/online/managed/online-endpoints-safe-rollout.ipynb,how-to-safely-rollout-online-endpoints.md,azureml-examples,machine-learning
sdk/python/endpoints/online/mlflow/sample-request-sklearn.json,how-to-deploy-mlflow-models-online-endpoints.md,azureml-examples,machine-learning
sdk/python/endpoints/online/mlflow/sklearn-diabetes/model/MLmodel,how-to-deploy-mlflow-models.md,azureml-examples,machine-learning
sdk/python/endpoints/online/mlflow/sklearn-diabetes/model/conda.yaml,how-to-deploy-mlflow-models.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_and_cli/1.Develop-feature-set-and-register.ipynb,tutorial-get-started-with-feature-store.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_and_cli/2.Experiment-train-models-using-features.ipynb,tutorial-experiment-train-models-using-features.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_and_cli/3.Enable-recurrent-materialization-run-batch-inference.ipynb,tutorial-enable-recurrent-materialization-run-batch-inference.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_and_cli/network_isolation/Network-isolation-feature-store.ipynb,tutorial-network-isolation-for-feature-store.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/1.Develop-feature-set-and-register.ipynb,feature-set-materialization-concepts.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/1.Develop-feature-set-and-register.ipynb,tutorial-get-started-with-feature-store.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/2.Experiment-train-models-using-features.ipynb,tutorial-experiment-train-models-using-features.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/3.Enable-recurrent-materialization-run-batch-inference.ipynb,tutorial-enable-recurrent-materialization-run-batch-inference.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/4.Enable-online-store-run-inference.ipynb,feature-set-materialization-concepts.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/4.Enable-online-store-run-inference.ipynb,tutorial-online-materialization-inference.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/5.Develop-feature-set-custom-source.ipynb,tutorial-develop-feature-set-with-custom-source.md,azureml-examples,machine-learning
sdk/python/featurestore_sample/notebooks/sdk_only/7.Develop-feature-set-domain-specific-language-dsl.ipynb,tutorial-feature-store-domain-specific-language.md,azureml-examples,machine-learning
sdk/python/jobs/automl-standalone-jobs/automl-classification-task-bankmarketing/automl-classification-task-bankmarketing-serverless.ipynb,how-to-use-serverless-compute.md,azureml-examples,machine-learning
sdk/python/jobs/automl-standalone-jobs/automl-image-object-detection-task-fridge-items/automl-image-object-detection-task-fridge-items.ipynb,how-to-auto-train-image-models.md,azureml-examples,machine-learning
sdk/python/jobs/automl-standalone-jobs/automl-image-object-detection-task-fridge-items/automl-image-object-detection-task-fridge-items.ipynb,how-to-prepare-datasets-for-automl-images.md,azureml-examples,machine-learning
sdk/python/jobs/automl-standalone-jobs/automl-image-object-detection-task-fridge-items/automl-image-object-detection-task-fridge-items.ipynb,reference-automl-images-schema.md,azureml-examples,machine-learning
sdk/python/jobs/automl-standalone-jobs/automl-image-object-detection-task-fridge-items/automl-image-object-detection-task-fridge-items.ipynb,tutorial-auto-train-image-models.md,azureml-examples,machine-learning
sdk/python/jobs/configuration.ipynb,how-to-auto-train-forecast.md,azureml-examples,machine-learning
sdk/python/jobs/configuration.ipynb,how-to-train-model.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/1a_pipeline_with_components_from_yaml/pipeline_with_components_from_yaml_serverless.ipynb,how-to-use-serverless-compute.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/1b_pipeline_with_python_function_components/pipeline_with_python_function_components.ipynb,how-to-manage-inputs-outputs-pipeline.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/1c_pipeline_with_hyperparameter_sweep/pipeline_with_hyperparameter_sweep.ipynb,how-to-use-sweep-in-pipeline.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/1g_pipeline_with_parallel_nodes/pipeline_with_parallel_nodes.ipynb,how-to-use-parallel-job-in-pipeline.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/1j_pipeline_with_pipeline_component/pipeline_with_train_eval_pipeline_component/pipeline_with_train_eval_pipeline_component.ipynb,how-to-use-pipeline-component.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/2e_image_classification_keras_minist_convnet/image_classification_keras_minist_convnet.ipynb,how-to-create-component-pipeline-python.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/2e_image_classification_keras_minist_convnet/prep/prep_component.py,how-to-create-component-pipeline-python.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/2e_image_classification_keras_minist_convnet/score/score.py,how-to-create-component-pipeline-python.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/2e_image_classification_keras_minist_convnet/score/score.yaml,how-to-create-component-pipeline-python.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/2e_image_classification_keras_minist_convnet/train/conda.yaml,how-to-create-component-pipeline-python.md,azureml-examples,machine-learning
sdk/python/jobs/pipelines/2e_image_classification_keras_minist_convnet/train/train_component.py,how-to-create-component-pipeline-python.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/lightgbm/iris/lightgbm-iris-sweep.ipynb,how-to-train-model.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/pytorch/distributed-training/distributed-cifar10.ipynb,how-to-train-distributed-gpu.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/pytorch/train-hyperparameter-tune-deploy-with-pytorch/train-hyperparameter-tune-deploy-with-pytorch.ipynb,how-to-train-pytorch.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/scikit-learn/train-hyperparameter-tune-deploy-with-sklearn/train-hyperparameter-tune-with-sklearn.ipynb,how-to-train-scikit-learn.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/tensorflow/mnist-distributed/tensorflow-mnist-distributed.ipynb,how-to-train-distributed-gpu.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/tensorflow/train-hyperparameter-tune-deploy-with-keras/train-hyperparameter-tune-deploy-with-keras.ipynb,how-to-train-keras.md,azureml-examples,machine-learning
sdk/python/jobs/single-step/tensorflow/train-hyperparameter-tune-deploy-with-tensorflow/train-hyperparameter-tune-deploy-with-tensorflow.ipynb,how-to-train-tensorflow.md,azureml-examples,machine-learning
sdk/python/resources/compute/compute.ipynb,how-to-create-attach-compute-cluster.md,azureml-examples,machine-learning
sdk/python/resources/compute/compute.ipynb,how-to-create-compute-instance.md,azureml-examples,machine-learning
sdk/python/resources/compute/compute.ipynb,how-to-manage-compute-instance.md,azureml-examples,machine-learning
sdk/python/resources/connections/connections.ipynb,create-hub-project-sdk.md,azureml-examples,ai-foundry/how-to/develop
sdk/python/resources/workspace/workspace.ipynb,development-environment-config.md,azureml-examples,ai-foundry/includes
sdk/python/resources/workspace/workspace.ipynb,disable-local-auth.md,azureml-examples,ai-foundry/how-to
sdk/python/resources/workspace/workspace.ipynb,how-to-disable-local-auth-storage.md,azureml-examples,machine-learning
sdk/python/resources/workspace/workspace.ipynb,how-to-manage-workspace.md,azureml-examples,machine-learning
sdk/python/schedules/job-schedule.ipynb,how-to-schedule-data-import.md,azureml-examples,machine-learning
sdk/python/schedules/job-schedule.ipynb,how-to-schedule-pipeline-job.md,azureml-examples,machine-learning
sdk/python/using-mlflow/deploy/environment/conda.yaml,how-to-use-mlflow-cli-runs.md,azureml-examples,machine-learning
sdk/python/using-mlflow/deploy/model/conda.yaml,how-to-deploy-mlflow-model-spark-jobs.md,azureml-examples,machine-learning
setup/setup-ci/install-pip-package.sh,how-to-customize-compute-instance.md,azureml-examples,machine-learning
setup/setup-repo/azure-github.sh,how-to-configure-cli.md,azureml-examples,machine-learning
tutorials/get-started-notebooks/cloud-workstation.ipynb,tutorial-cloud-workstation.md,azureml-examples,machine-learning
tutorials/get-started-notebooks/workstation_env.yml,tutorial-cloud-workstation.md,azureml-examples,machine-learning
samples/microsoft/REST/mslearn-resources/quickstart/quickstart.sh,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/csharp/mslearn-resources/quickstart/Samples/.env.example,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/csharp/mslearn-resources/quickstart/Samples/AgentFileSearch.cs,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/csharp/mslearn-resources/quickstart/Samples/AgentService.cs,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/csharp/mslearn-resources/quickstart/Samples/SimpleInference.cs,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/infrastructure-setup-terraform/00-basic/code/main.tf,create-resource-terraform.md,foundry-samples,ai-foundry/how-to
samples/microsoft/infrastructure-setup-terraform/00-basic/code/providers.tf,create-resource-terraform.md,foundry-samples,ai-foundry/how-to
samples/microsoft/infrastructure-setup-terraform/00-basic/code/variables.tf,create-resource-terraform.md,foundry-samples,ai-foundry/how-to
samples/microsoft/java/mslearn-resources/quickstart/src/main/java/com/azure/ai/foundry/samples/AgentSample.java,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/java/mslearn-resources/quickstart/src/main/java/com/azure/ai/foundry/samples/ChatCompletionSample.java,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/java/mslearn-resources/quickstart/src/main/java/com/azure/ai/foundry/samples/FileSearchAgentSample.java,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/javascript/mslearn-resources/quickstart/.env.template,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/javascript/mslearn-resources/quickstart/src/quickstart.js,get-started-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/python/mslearn-resources/quickstart/create_project.py,create-project-fdp.md,foundry-samples,ai-foundry/includes
samples/microsoft/python/mslearn-resources/quickstart/create_project.py,create-second-fdp-project.md,foundry-samples,ai-foundry/includes
samples/microsoft/python/mslearn-resources/quickstart/quickstart.py,get-started-fdp.md,foundry-samples,ai-foundry/includes
